Title,Location,Salary,Description,ID
Senior Security Software Engineer,"Chicago, IL",$135K - $189K (Glassdoor est.),"Bachelor of Science in Computer Science, similar technical field of study or equivalent practical experience. Attend various industry group calls.&hellip;
Skills: Jira, Computer science, Oracle, React, XML",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1735
Field Service Engineer - Automation Bending,"Chicago, IL",$30.00 - $36.53 Per Hour (Employer est.),"Two year technical degree in engineering or related field preferred, or combination of training and work experience. Must maintain Valid Driver’s License.&hellip;
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Field service, Customer service",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1736
"Lead Software Engineer, Back End (Enterprise Platforms Technology)","Chicago, IL",,"Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…&hellip;
Skills: Azure, Go, Management, Node.js, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1737
Principal Cloud Engineer,Illinois,$110K - $204K (Employer est.),"Leads and facilitates the design and implementation of repeatable technical solutions and processes related to technology architecture.&hellip;
Skills: CI/CD, Power BI, Azure, Node.js, Big data",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1738
"Senior Manager, Software Engineering, Full Stack",Illinois,,"This role will lead a team focused on modernizing the Trade Credit data infrastructure, using the latest technology from AWS as well as Capital One’s own…&hellip;
Skills: Azure, Go, Management, CSS, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1739
Distinguished Engineer - Card Decisioning,"Chicago, IL",,"Ensure the quality of technical design and implementation. Familiarity with Security engineering and architecture, cloud and software-defined networking, site…&hellip;
Skills: Computer science, Azure, Go, Software deployment, Google Cloud Platform",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1740
Frontend Engineer,"Chicago, IL",,"Have an eye for great design and a feel for great UX. Must have ability to optimize and invent new algorithms and strategies to maximize the end-user experience…&hellip;
Skills: JavaScript, HTML",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1741
SAS Programmer,"Chicago, IL",,"Master's degree in Epidemiology, Biostatistics, Computer Science, or other subject with high statistical content or bachelor's degree in computer science,…&hellip;
Skills: SAS, R, SQL, Regression analysis, Python",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1744
Escalation Support Software Engineer,"Chicago, IL",$70K - $102K (Glassdoor est.),"Be a mentor and technical leader for other technical support engineers. Proficiency in front end technologies (e.g., Angular, React, Typescript).&hellip;
Skills: Cloud infrastructure, Azure, React, Visual Basic, Customer service",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1747
Sr. Software Developer,"Oak Brook, IL",$116K - $150K (Employer est.),"College diploma or university degree in the field of computer science, information systems, or software engineering, and/or 15 years equivalent work experience.&hellip;
Skills: Operating systems, EDI, DB2, Relational databases, Supply chain",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1751
Senior Software Development Engineer,"Chicago, IL",$158K - $252K (Employer est.),"Experience formally mentoring at least 3 individuals and driving technical design end to end for at least 3 projects. Pay ranges may be modified in the future.&hellip;
Skills: DevOps, Data structures, MongoDB, Java, AWS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1755
Power Platform Developer,"Chicago, IL",$107K - $127K (Employer est.),"Bachelor’s degree in Computer Science, Computer Information Systems, or related field. Develop user-friendly interfaces and workflows to enhance user experience…&hellip;
Skills: Power BI, Data modeling, CSS, React, C#",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1759
Sr. Java developer,"Chicago, IL",$93K - $156K (Employer est.),"Uses design/CASE tools to occasionally share and communicate design ideas. Troubleshoots own code and helps others find bugs in their own code.&hellip;
Skills: CI/CD, Data structures, Google Cloud Platform, Java, SQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1763
Senior Front-End Developer,"Oak Brook, IL",$63K - $115K (Glassdoor est.),"You’ll find our technology managers a joy to work with; people with excellent technical skills, always willing to mentor, roll up their sleeves and get deep…&hellip;
Skills: Node.js, Bootstrap, SQL, Math, ECMAScript",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1767
Senior Backend Engineer (Remote),"Chicago, IL",$105K - $167K (Glassdoor est.),"We then develop and implement the processes and technologies to execute a sustainable and scalable talent plan. This role is fully remote.&hellip;
Skills: Databases, GraphQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1771
"Staff Software Engineer (Trading Platform, Scala)","Chicago, IL",$175K - $205K (Employer est.),"Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field. Ability to take full ownership of projects (design, implement, test…&hellip;
Skills: CI/CD, TCP, Cloud architecture, Kubernetes, Google Cloud Platform",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1775
Senior Full Stack Developer – Chicago,"Chicago, IL",$76K - $119K (Glassdoor est.),"You’ll find our technology managers a joy to work with; people with excellent technical skills, always willing to mentor, roll up their sleeves and get deep…&hellip;
Skills: Node.js, Bootstrap, React, C#, .NET",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1779
CryptoCurrency- Software Engineer,"Chicago, IL",$76K - $130K (Glassdoor est.),"C# knowledge is a plus; Proficiency with Blockchain Technology; Experience with Cryptocurrency; Ability to research Cryptocurrency’s impact on markets  Solid…&hellip;
Skills: C#, Research, OOP, C++, Continuous integration",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1783
Mobile Test Automation Engineer,"Oak Brook, IL",$75K - $100K (Employer est.),"Develop and Maintain Automation Frameworks : Design, develop, and maintain scalable and efficient automation frameworks using Appium and Selenium for mobile…&hellip;
Skills: CI/CD, TestNG, Operating systems, JUnit, Bamboo",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1787
UI Developer,"Oakbrook Terrace, IL",$55.00 - $60.00 Per Hour (Employer est.),"Establishment and integration of development tools as required. Designing and maintenance of fully functional large relational and non-relational databases.&hellip;
Skills: Cloud infrastructure, Node.js, NoSQL, Git, JavaScript",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1791
Experienced Software Engineer,"Chicago, IL",$140K - $200K (Employer est.),"Excellent communication skills, able to convey design decisions to people from various technical backgrounds. Bachelor’s or Master’s degree in Computer Science,…&hellip;
Skills: Data structures, C#, Java, Application development, C++",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1795
"Java Developer with"" Elastic Search""","Chicago, IL",$50K - $78K (Glassdoor est.),"Strong J2EE development (8+ years) in enterprise applications. Experience in Core Java, Spring, RESTFul services, SOAP services.&hellip;
Skills: Elasticsearch, Oracle, Enterprise software, J2EE, Java",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1799
SRE Software Engineer - Global Digital Experience,"Chicago, IL",$150K - $225K (Employer est.),"Provides technical leadership in implementation of applications, strategic planning sessions, documentation of requirements, tool implementation, database query…&hellip;
Skills: Jira, Web accessibility, CI/CD, Computer science, Google Docs",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1803
Sr. Software Engineer - Frontend,"Chicago, IL",$109K - $185K (Glassdoor est.),"BS, MS, or PhD degree in computer science, related field or equivalent practical experience. Design, develop, and maintain highly scalable frontend applications…&hellip;
Skills: Go, Cassandra, React, Data structures, Java",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1807
Senior Software Engineer,"Chicago, IL",$121K - $172K (Glassdoor est.),"Collaborate with front-end engineers and product managers to ensure seamless integration of front-end and back-end functionalities.&hellip;
Skills: SQL, Database design, AWS, PostgreSQL, Mentoring",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1811
Lead UI Developer,"Chicago, IL",$55.00 - $60.00 Per Hour (Employer est.),"Bachelor's degree in computer science or related field of study and 7+ years of post-graduate experience. Minimum of 7 years of professional working experience…&hellip;
Skills: CSS, Relational databases, Git, Java, Databases",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1815
Xamarin-Consultant,"Chicago, IL",,"Experience and understanding of in Production support and performance engineering. At least 2 years of experience in translating functional/non-functional…&hellip;
Skills: Mobile applications, C#, Analysis skills, Xamarin, Agile",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1819
"Senior Software Engineer, Back End (Golang or Scala, AWS)","Chicago, IL",,"Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, Node.js, Kubernetes, NoSQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1936
Senior Application Developer,"Chicago, IL",$41.42 Per Hour (Employer est.),"Develop and implement efficient code solutions using Cobol Mainframe Collaborate with team members to optimize application performance Troubleshoot and resolve…&hellip;
Skills: Management, Software troubleshooting, DB2, Databases, SQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1937
"Manager, Software Engineering, Back End (JAVA, AWS, GoLang)","Chicago, IL",,"Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…&hellip;
Skills: Azure, Go, Management, Node.js, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1938
CNC Programmer,"Elk Grove Village, IL",$80K - $90K (Employer est.),"The software applications engineer will design, develop, and support manufacturing software control systems used with Mitsubishi fabrication equipment at…&hellip;
Skills: CNC programming, AutoCAD, CAD, Build automation, Machining",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1939
"Senior Lead Software Engineer, Front End","Chicago, IL",,"Own the technical design and development of cross-functional, multi-platform application systems. Capital One will consider for employment qualified applicants…&hellip;
Skills: Azure, Management, Node.js, CSS, React",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1940
Software Engineer/Golang,"Chicago, IL",$53.00 - $83.00 Per Hour (Employer est.),"Hands-on experience scaling out AWS environments. There is a commitment to strong quality of life as well,with and the ability to work remotely from home…&hellip;
Skills: Go, Kubernetes, AWS, Terraform, Software development",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1941
Senior .NET Engineer / SaaS Start Up / Blazor,"Chicago, IL",$110K - $130K (Employer est.),"Bachelor's degree in Computer Science or related field. NET Engineer. The ideal candidate will have 5+ years of experience building applications using .&hellip;
Skills: CI/CD, Computer science, .NET Core, C#, .NET",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1942
Developer,"Oak Brook, IL",,"Keystone Business Services is seeking a junior to mid-level programmer who is proficient with web technologies and systems support, preferably having experience…&hellip;
Skills: AJAX, Computer science, CSS, XML, Sales",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1943
Java 8 Developer,"Chicago, IL",$86K - $104K (Glassdoor est.),"Writing low level technical design documentation as required. Ensures all projects and releases are appropriately tested and risks are mitigated.&hellip;
Skills: Oracle, JUnit, Test-driven development, J2EE, Java",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1946
Mathematician,"Chicago, IL",,"Bachelor’s degree in software engineering/mathematics/data analysis field or equivalent experience. You will work closely with a Game Designer utilizing your…&hellip;
Skills: Jira, Microsoft Excel, C#, Data analysis skills, Math",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1950
Director PMO/Delivery/DevOps,"Chicago, IL",$145K - $165K (Employer est.),"Bachelor’s degree in Computer Science, Information Technology, or a related field; Master’s degree preferred. The ideal candidate will have extensive experience…&hellip;
Skills: CI/CD, Kubernetes, Kanban, DevOps, Analysis skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1953
Analytics Engineer,"Chicago, IL",$103K - $128K (Glassdoor est.),"Other responsibilities may include assisting with translating business requirements into technical design specifications for application system changes and new…&hellip;
Skills: Microsoft Windows Server, Power BI, Azure, SAS, DevOps",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1957
Manager-Software Engineering,"Chicago, IL",$106K - $167K (Glassdoor est.),"Leading development teams to complete architecture, specifications, analysis, design, implementation, testing and related documentation for mission critical,…&hellip;
Skills: Computer science, Operating systems, Waterfall, Firmware, Agile",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1961
"Senior Specialist, Full Stack Developer","Chicago, IL",$84K - $130K (Glassdoor est.),"KPMG does not currently require partners or employees to be fully vaccinated or test negative for COVID-19 in order to go to KPMG offices, client sites or KPMG…&hellip;
Skills: Live chat, Computer science, Power BI, Cloud infrastructure, CSS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1965
"Manager, Software Engineering","Chicago, IL",$118K - $206K (Employer est.),"In this role, you will engage in multifaceted activities to improve software engineering practices, develop people, and manage staffing.&hellip;
Skills: Computer science, Software development, Agile, Leadership, Communication skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1969
Infor LN/Baan Programmer Analyst,"Chicago, IL",$55K - $82K (Glassdoor est.),"Analyze customer requirements to formulate and design solutions based on standard and/or. Lead/project manage implementation efforts.&hellip;
Skills: Computer science, Customer service, C#, SQL, Analysis skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1973
"Sr Lead, SW Eng","Chicago, IL",$115K - $195K (Employer est.),"Must be competent to work at a technical level of all phases of system design and implementation. Experienced, functional area expert with technical and/or…&hellip;
Skills: Computer science, Management, Program development, System design, Analysis skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1977
Embedded Software Engineer,"Niles, IL",$70K - $114K (Glassdoor est.),"Lead the technical solution definition and development of all phases of engineering projects including concept definition, requirement development, architecture…&hellip;
Skills: Computer science, Program management, Assembly, Software development, Software testing",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1981
Producer,"Alsip, IL",$25.00 - $30.00 Per Hour (Employer est.),"Responsible for the health and safety of crews while they’re in the field. Briefs the field team (Field Producer, DP, Cam-Ops, etc) before each shoot, and.&hellip;
Skills: Organizational skills, Video production, Budgeting",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1985
Senior C++ Developer,"Chicago, IL",$74K - $133K (Glassdoor est.),"Utilize deep technical knowledge such as parallel programming, trading systems, networking or performance analysis.&hellip;
Skills: Software deployment, OOP, C++, Linux, Communication skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1989
Senior Software Engineer,"Chicago, IL",$126K - $182K (Glassdoor est.),"Minimum of 7 years of prior direct experience in software development, programming design and systems management. PLC, HMI industrial technology programming.&hellip;
Skills: LabView, TCP, Management, Visual Studio, C#",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1993
SENIOR MACHINE LEARNING ENGINEER / MLOPS ENGINEER,"Chicago, IL",,"Partner with data engineering team to ensure data science data needs are being delivered in the appropriate format/cadence required for maximum impact.&hellip;
Skills: CI/CD, Hospitality, Computer science, DevOps, SQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1997
iOS Mobile App Developer,"Chicago, IL",$60.00 Per Hour (Employer est.),"Collaborate with cross-functional teams to define, design, and ship new features. Knowledge of unit testing and continuous integration tools like Jenkins.&hellip;
Skills: MVC, Bootstrap, iOS development, iOS, PHP",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2000
Senior Software Engineer,"Chicago, IL",$98K - $135K (Employer est.),"2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and existing systems.&hellip;
Skills: Go, Node.js, CSS, React, Software deployment",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2004
Machine Learning Engineer,"Chicago, IL",$128K - $208K (Glassdoor est.),"Future projects as highly loaded SaaS web-based services for automating business processes in the field of medicine, insurance, finance, energy, including…&hellip;
Skills: Jira, TensorFlow, CI/CD, Node.js, React",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2008
Principal Software Engineer,"Chicago, IL",$140K - $216K (Employer est.),"Bachelor's or master's degree in software engineering or a related field. Building meaningful relationships with the right stakeholders by actively listening,…&hellip;
Skills: CI/CD, Relational databases, Information security, Java, Databases",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2012
Software Development Team LEad,"Oak Brook, IL",$71K - $118K (Glassdoor est.),"Facilitate database design, back-end architectural patterns and front-end development. Design, development, testing, implementation and production support.&hellip;
Skills: ASP.NET, Oracle, Apache Hive, J2EE, Java",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2016
Architect RTP Stack,"Chicago, IL",$50.00 - $55.00 Per Hour (Employer est.),"Providing technical support and guidance to team members on best practices for managing infrastructure. Overseeing the design and architecture of the entire…&hellip;
Skills: Microsoft Windows Server, DevOps, Git, Windows, Docker",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2020
Building Automation Engineer,"Chicago, IL",$42.79 Per Hour (Employer est.),"Current valid driver's license required. Uses software configuration tools for BAS field processors to troubleshoot and diagnose system problems and perform…&hellip;
Skills: Software troubleshooting, Writing skills, Maintenance, English, HVAC",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2024
Principal Software Dev- Infrastructure,"Bridgeview, IL",$126K - $193K (Glassdoor est.),"Your scope of work will encompass all areas of development such as system and architecture design, hardware and software design, integration, verification,…&hellip;
Skills: Google Cloud Platform, AWS, Drafting, Product lifecycle management",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2028
"Senior Manager, Software Engineering, Full Stack",Illinois,,"This role will lead a team focused on modernizing the Trade Credit data infrastructure, using the latest technology from AWS as well as Capital One’s own…&hellip;
Skills: Azure, Go, Management, CSS, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2150
"Lead Full Stack Engineer (Go, React, AWS)","Chicago, IL",,"Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…&hellip;
Skills: Azure, Go, React, Kubernetes, DevOps",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2151
Senior Lead Software Engineer - Java/Python/AWS,"Chicago, IL",$147K - $225K (Employer est.),"Regularly provides technical guidance and direction to support the business and its technical teams, contractors, and vendors.&hellip;
Skills: Computer science, System design, Java, Application development, AWS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2152
"Manager, SW Full Stack","Chicago, IL",$115K - $195K (Employer est.),Knowledge :• Applies understanding of the business and how own area integrates with others to achieve departmental objectives.&hellip;,f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2156
FIX API Integration Analyst,"Chicago, IL",$89K - $148K (Employer est.),"Strong hands-on experience working with FIX protocol via the integration of API clients, from inception to go-live, including manual certification testing via…&hellip;
Skills: Microsoft Excel, Customer service, Google Cloud Platform, Databases, AWS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2160
Software Support Engineer II (LATAM,"Chicago, IL",$76K - $103K (Glassdoor est.),"You will support our client, diagnose the root cause analysis skills to diagnose and solve complex technical issues, and provide timely solutions to customers…&hellip;
Skills: Jira, Node.js, React, Relational databases, C#",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2164
"Software Engineer - C++, Trading Strategies","Chicago, IL",$130K (Employer est.),"Working directly with Traders and Researchers, you will focus on analysis, design, implementation, testing and delivery of Akuna's strategies to the market.&hellip;
Skills: Computer science, Data structures, C++, Distributed systems, Communication skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2168
Angular.js Developer - Senior UI,"Chicago, IL",,"As an Angular Developer, you will play a crucial role in designing, developing, and maintaining high-quality Angular applications.&hellip;
Skills: CSS, JavaScript, Angular, HTML",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2172
"Associate Principal, Software Engineering: Java","Chicago, IL",$114K - $195K (Employer est.),"BS degree in Computer Science, similar technical field required. Primary responsibility is application design and development of next gen clearing applications…&hellip;
Skills: CI/CD, Go, Management, JUnit, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2175
Senior Back End Developer,"Chicago, IL",$97K - $151K (Employer est.),"Collaborate with front-end developers and other team members to establish objectives and design cohesive, functional code. NET, REST and Entity Framework.&hellip;
Skills: CI/CD, Authentication, Azure, CSS, Software troubleshooting",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2179
Java Developer V,"Chicago, IL",$70.00 Per Hour (Employer est.),"Design, develop, document, test, and debug new and existing software systems and applications. Demonstrate knowledge of software engineering best practices such…&hellip;
Skills: CI/CD, Management, JUnit, Software troubleshooting, React",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2183
Software Engineering Team Lead - Platform Services,"Chicago, IL",$175K - $275K (Employer est.),"3+ years of experience leading engineers in a technical environment, with a strong emphasis on mentoring, development, and team management.&hellip;
Skills: Management, C#, Lean, PaaS, Java",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2187
IBMi / iSeries / AS400 RPG Programmer,"Oak Brook, IL",$116K - $150K (Employer est.),"College diploma or university degree in the field of computer science, information systems, or software engineering, and/or 15 years equivalent work experience.&hellip;
Skills: Operating systems, EDI, DB2, Relational databases, Supply chain",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2191
Python Engineer,"Chicago, IL",$100K - $185K (Employer est.),"Document software designs, technical specifications, and implementation details. Bachelor's degree in Computer Science, Engineering, or related field (or…&hellip;
Skills: Computer science, Azure, CSS, Kubernetes, Kanban",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2195
"Senior Research Software Engineer, Commodities (Python)","Chicago, IL",$150K - $250K (Employer est.),"Experience building and scaling large-scale analysis or machine learning tools. Ability to own delivery of complex projects end-to-end (stakeholder management,…&hellip;
Skills: Rust, Go, Java, Analysis skills, C++",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2199
MUMPS/Cache Developer - Multiple Opening,"Chicago, IL",,"3+ years of experience developing and supporting mainframe applications in a collaborative. ECP, DCP, Caché database configuration and troubleshooting.&hellip;
Skills: Management, E-commerce, Systems engineering, COBOL, Mainframe development",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2203
Sr. Mulesoft Software Engineer (Perm - Hybrid or Remote),"Chicago, IL",$113K - $160K (Employer est.),"Work with team in the implementation of solutions built on different platforms and technologies requiring front-end, back-end (API/Microserivess), database and…&hellip;
Skills: Computer science, Product management, APIs, SDLC",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2206
Firmware Ninja,"Chicago, IL",,"Here’s the hard part – we need an EE/Computer Engineer with a strong knowledge of firmware design, or a Computer Science guru with personal or professional…&hellip;
Skills: Computer science, Micros POS, Management, Internet of things, Firmware",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2210
Senior Software Development Engineer In Test,"Chicago, IL",$110K - $152K (Glassdoor est.),"Design, develop, maintain, and troubleshoot automated suites of tests. Experience with Test processes, test design strategies, writing test cases, and…&hellip;
Skills: Software troubleshooting, Writing skills, APIs, Communication skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2213
Principal Statistical Programmer,"Chicago, IL",$124K - $172K (Glassdoor est.),"Bachelor's Degree in statistics, computer science or another related science field with a minimum of 5 years of SAS programming experience with clinical trial…&hellip;
Skills: SAS, CDISC standards, Clinical trials, Communication skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2217
Software Engineer 6,"Chicago, IL",$110K - $125K (Employer est.),"Preferred experience in one or more of the following: T-SQL, writing queries, JavaScript, content management systems, data models or database engineering,…&hellip;
Skills: Power BI, IIS, Salesforce, C#, System architecture",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2221
Senior API Developer,"Oak Brook, IL",$84K - $110K (Glassdoor est.),"You’ll find our technology managers a joy to work with; people with excellent technical skills, always willing to mentor, roll up their sleeves and get deep…&hellip;
Skills: MVC, Node.js, .NET Core, C#, .NET",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2225
.NET Developer III,"Chicago, IL",$81K - $115K (Glassdoor est.),"Software engineering and system design knowledge is a must. The Full stack Developer will advance the delivery and support security remediations along with…&hellip;
Skills: CI/CD, Management, Kubernetes, Software deployment, .NET Core",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2229
Lead Software Quality Assurance Engineer,"Chicago, IL",$119K - $135K (Employer est.),"Bachelor’s degree in computer science, or a related field (or equivalent experience). Find risks within the program and develop mitigation strategies to…&hellip;
Skills: CI/CD, Computer science, DevOps, Selenium, Quality assurance",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2233
Sr. Java Developers,"Chicago, IL",$83K - $118K (Glassdoor est.),"Web Services implementation using REST. Design, developing and deploying software applications in Java and relational databases using industry best practices.&hellip;
Skills: Java, REST, Computer networking, APIs, Communication skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.2237
