Title,Location,Salary,Description,ID
"Senior Software Engineer, Back End (Golang or Scala, AWS)","Chicago, IL",,"Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, Node.js, Kubernetes, NoSQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.877
"Senior Software Engineer, Backend (Java, Authorizations)","Chicago, IL",,"Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, Node.js, Kubernetes, NoSQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.878
Remote Automation Solutions Engineer (Territory Supporting Central US),"Chicago, IL",$100K - $110K (Employer est.),"See the process through by going into the field to assist with the install, program and verify solution integrity as needed.&hellip;
Skills: Analysis skills, Programmable logic controllers, Organizational skills, Product demos, Computer skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.879
"Lead Software Engineer, Back End (Enterprise Platforms Technology)","Chicago, IL",,"Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…&hellip;
Skills: Azure, Go, Management, Node.js, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.880
Senior Software Engineer,"Chicago, IL",$85K - $149K (Employer est.),"Integrate enterprise applications with complex third-party applications, develop complex analytical reports, and develop new robust and secure reporting and…&hellip;
Skills: Computer science, Oracle, Business analysis, Databases, SQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.881
Field Service Engineer - Automation Bending,"Chicago, IL",$30.00 - $36.53 Per Hour (Employer est.),"Two year technical degree in engineering or related field preferred, or combination of training and work experience. Must maintain Valid Driver’s License.&hellip;
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Field service, Customer service",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.882
CNC Programmer,"Elk Grove Village, IL",$80K - $90K (Employer est.),"The software applications engineer will design, develop, and support manufacturing software control systems used with Mitsubishi fabrication equipment at…&hellip;
Skills: CNC programming, AutoCAD, CAD, Build automation, Machining",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.883
"Senior Manager, Software Engineering, Full Stack",Illinois,,"This role will lead a team focused on modernizing the Trade Credit data infrastructure, using the latest technology from AWS as well as Capital One’s own…&hellip;
Skills: Azure, Go, Management, CSS, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.884
"Senior Lead Software Engineer, Back End (Java, Go, AWS)","Chicago, IL",,"The Card Technology team at Capital One is working on building a state-of-the-art software system to support one of the critical lifecycle functions enabling us…&hellip;
Skills: Azure, Go, Management, Node.js, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.885
Oracle PL/SQL Developer,"Chicago, IL",$84K - $105K (Glassdoor est.),"As an Oracle PL/SQL Developer, the candidate would be responsible for Coordinates with the front-end design team to provide them with the necessary stored…&hellip;
Skills: Oracle, Microsoft SQL Server, Tableau, SQL, GitHub",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.886
DevOps Engineer - SC2025 - DOE,"Rosemont, IL",$81K - $109K (Glassdoor est.),"Review systems and applications for design weaknesses; provide recommendations to improve the environments and implement approved changes.&hellip;
Skills: CI/CD, Azure, DevOps, Configuration management, Test automation",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.890
"Sr. Mgr, Software Eng.","Chicago, IL",$149K - $218K (Employer est.),"Ability to translate and articulate an engineering strategy/approach to senior executives and other non-technical business leaders.&hellip;
Skills: Elasticsearch, Management, Cloud architecture, React, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.894
Senior Software Engineer I,"Chicago, IL",$130K - $230K (Employer est.),"We own the message definition, composition, journey-building, and analytics for IAMs, including a feature-rich dashboard that allows our customers to compose…&hellip;
Skills: Go, React, Data structures, MongoDB, JavaScript",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.898
C Developer,"Chicago, IL",$75K - $132K (Glassdoor est.),"Analyze and understand the existing C codebase, including business logic and workflows, and develop new features to enhance system functionality in both on-prem…&hellip;
Skills: Computer science, AWS, Analysis skills, C++, Math",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.902
Platform Software Engineering Lead,"Chicago, IL",$195K - $342K (Employer est.),"This role will be pivotal in driving the strategic direction and execution of our platform engineering initiatives, ensuring the delivery of innovative and…&hellip;
Skills: CI/CD, Cloud architecture, Microservices, Software development, AI",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.906
Software Engineer Consultant,"Chicago, IL",$75K - $140K (Employer est.),"Work closely with design, strategy, data scientists, analysts, and other stakeholders to understand the technical solution and the role of technology.&hellip;
Skills: Data modeling, Cloud infrastructure, Azure, Cloud architecture, Software troubleshooting",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.910
Software Development Engineer (Backend),"Chicago, IL",$94K - $136K (Glassdoor est.),"You will be working closely with people across engineering, product, and design to help develop an amazing experience for our agency & brand customers.&hellip;
Skills: Computer science, Kubernetes, Relational databases, Databases, Distributed systems",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.914
Mobile Application Developer,"Chicago, IL",$75K - $110K (Glassdoor est.),"The position requires complete knowledge of mobile application development, website design, database development and support, and wireless scanner integration.&hellip;
Skills: Web design, Mobile applications, Application development",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.918
Oracle ADF Developer,"Chicago, IL",$94K - $141K (Glassdoor est.),"Experience with all phases of a project lifecycle development process (analysis, design, code, test, migrate). 3+ of experience using Oracle ADF 10g.&hellip;
Skills: JBoss, Computer science, Oracle, WebSphere, Tomcat",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.922
C++ and C# Software Developer,"Hines, IL",$85K - $154K (Employer est.),"If no bachelor’s degree in computer science, electronics engineering or other engineering or technical discipline, the experience requirement is 16 or more…&hellip;
Skills: Web design, AJAX, Azure, MVC, CSS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.926
"Lead Software Engineer, Backend","Chicago, IL",,Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…&hellip;,f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.930
Sr. Full Stack Developer,"Chicago, IL",$150K (Employer est.),"Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience),. NET, ASP.NET, MVC, SQL Server, etc.),.&hellip;
Skills: ASP.NET, Computer science, Azure, MVC, CSS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.933
Senior Database Developer,"Chicago, IL",$115K - $130K (Employer est.),"Providing guidance and support to application developers including promoting database design and implementation best practices. Full Time/Part Time: Full Time.&hellip;
Skills: XML, Visual Studio, R, Microsoft SQL Server, SSRS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.937
Software Engineer,"Chicago, IL",$150K - $225K (Employer est.),"Domain Engineering - Teams within domain engineering own critical capabilities that extend beyond a single desk or business area, building services and data…&hellip;
Skills: CSS, Kubernetes, Git, Java, SQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.941
Staff Software Engineer - Web SDK,"Chicago, IL",$85K - $205K (Employer est.),"We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account…&hellip;
Skills: JavaScript, SDKs, REST, GitHub, GraphQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.945
Computer Programmer,"Chicago, IL",,"Work with LAMP-driven custom web-based applications. Exp. with: PHP; Object -Oriented Software Design and Dvlpmt; Linux & Apache; Perl & Bash Scripting; PHP5 &…&hellip;
Skills: AJAX, Computer science, CSS, PHP, JavaScript",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.949
Manager of Software Engineering,"Chicago, IL",,"Drive the development and implementation of scalable, efficient, and robust technical solutions using Angular, React, and Typescript.&hellip;
Skills: Jira, Management, React, Angular, GitHub",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.952
Android developer,"Chicago, IL",$67K - $116K (Glassdoor est.),"Strong OO design and programming skills in Java (J2EE/ J2ME). Experience working with functional languages. Design and development projects for existing android…&hellip;
Skills: Computer science, Git, J2EE, Java, SDKs",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.955
Senior Software Engineer,"Chicago, IL",$120K - $145K (Employer est.),"Collaborate with cross-functional teams to conceptualize, design and prototype new features. Proficient understanding of code versioning tools, such as Git.&hellip;
Skills: React, Relational databases, Test automation, Git, Databases",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1074
"Senior Software Engineer, Full Stack","Chicago, IL",,"Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, CSS, Kubernetes, NoSQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1075
"Senior Software Engineer, Back End (Python, AWS, Spark)","Chicago, IL",,"Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, Node.js, Kubernetes, Spark",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1076
Senior Security Software Engineer,"Chicago, IL",$135K - $189K (Glassdoor est.),"Bachelor of Science in Computer Science, similar technical field of study or equivalent practical experience. Attend various industry group calls.&hellip;
Skills: Jira, Computer science, Oracle, React, XML",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1077
"Manager, Software Engineering, Back End (JAVA, AWS, GoLang)","Chicago, IL",,"Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…&hellip;
Skills: Azure, Go, Management, Node.js, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1078
"Senior Software Engineer, Full Stack (Java, Go, React, Angular, AWS)","Chicago, IL",,"Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, CSS, React, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1079
Senior Machine Learning Engineer,"Chicago, IL",,"Master's or doctoral degree in computer science, electrical engineering, mathematics, or a similar field. You’ll participate in the detailed technical design,…&hellip;
Skills: TensorFlow, CI/CD, Node.js, Spark, Google Cloud Platform",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1080
"Lead Full Stack Engineer (Go, React, AWS)","Chicago, IL",,"Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…&hellip;
Skills: Azure, Go, React, Kubernetes, DevOps",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1081
.Net Developer,"Chicago, IL",$77K - $117K (Glassdoor est.)," Participate in design sessions and review sessions with technical and business teams, with a focus on global solutions.  Configure and troubleshoot IIS.&hellip;
Skills: Adobe Photoshop, AJAX, MVC, XML, IIS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1082
Game Framework Engineer,"Chicago, IL",$61K - $99K (Glassdoor est.),"Collaborate with cross-functional teams to identify and develop reusable software components. Bachelor’s degree in Computer Science, Computer Engineering, or a…&hellip;
Skills: Jira, CI/CD, Software deployment, C#, Test automation",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1086
Web Developer,"Rosemont, IL",$70K - $85K (Employer est.),"Documentation: Maintain clear and detailed documentation of development processes, technical specifications, and user guides for marketing tools and reports.&hellip;
Skills: Power BI, CSS, Software troubleshooting, Web development, C#",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1090
PHP Programmer,"Chicago, IL",,"Expert knowledge of OO design patterns and programming. Ideal candidate will be involved in all stages of front-end and back-end component development for…&hellip;
Skills: AJAX, MVC, CSS, XML, Relational databases",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1094
Software Engineer in Test (Desktop),"Chicago, IL",$100K - $125K (Employer est.),"Automate application deployment checkout and build certification processes across environments. We are building state-of-the-art solutions for online futures…&hellip;
Skills: Jira, CI/CD, Management, C#, Test automation",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1097
Lead Django Developer,"Chicago, IL",$102K - $146K (Employer est.),"The TMW Center has a robust research and development strategy that includes further development and testing of TMW interventions; harnessing technology to…&hellip;
Skills: Authentication, CSS, AWS, Analysis skills, Docker",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1101
Python Engineer,"Chicago, IL",$79K - $128K (Glassdoor est.),"Ability and willingness to take full ownership (design, implement, test, deploy, maintain, iterate) of projects. Strong knowledge of Python package management.&hellip;
Skills: CI/CD, Management, Databases, SQL, Docker",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1105
"Senior Software Engineer, Observability","Chicago, IL",$117K - $306K (Employer est.),"Expertise in deploying and using open-source observability tools in large-scale environments, including Prometheus, Grafana, Loki, Tempo, Thanos, or similar…&hellip;
Skills: Computer science, Elasticsearch, Cloud infrastructure, Go, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1109
"Software Development Engineer, Location, Strategy & Analytics","Chicago, IL",$129K - $224K (Employer est.),"2+ years of non-internship design or architecture (design patterns, reliability and scaling) of new and existing systems experience. A day in the life.&hellip;
Skills: Computer science, Data mining, React, Spark, AWS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1113
API Support Specialist,"Chicago, IL",$57K - $85K (Glassdoor est.),"Bachelor or advanced degree in Computer Science or related field. Assisting clients in developing and troubleshooting their applications, which connect through…&hellip;
Skills: Computer science, Operating systems, Software troubleshooting, C#, Git",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1117
Full Stack Java Developer,"Chicago, IL",$60.00 - $70.00 Per Hour (Employer est.),"Must have 8+ years of experience in Full Stack Java development. Banking domain: 2 years (Preferred).&hellip;
Skills: Java, Banking",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1121
Senior Software Engineer,"Chicago, IL",$110K - $150K (Employer est.),"Managers and participates in software design meetings and analyze user needs to determine technical requirements. Airlines industry experience is a plus.&hellip;
Skills: Node.js, .NET Core, Spark, System design, NoSQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1125
"Senior Software Development Engineer, HPC & AI Networking","Chicago, IL",$118K - $270K (Employer est.),"Technical Leadership: Provide technical leadership for significant projects and programs, participating in cross-functional initiatives and mentorship.&hellip;
Skills: Computer science, TCP, Operating systems, Sales, DevOps",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1129
Sr. Software Engineer,"Chicago, IL",$112K - $165K (Employer est.),"Excellent T-SQL development skills to write complex queries involving multiple tables, develop and maintain stored procedures, triggers, user defined functions,…&hellip;
Skills: FTP, SFTP, Data modeling, EDI, XML",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1133
Senior Software Engineer,"Chicago, IL",$94K - $188K (Employer est.),"Design & develop client-side and server-side architecture. You should have solid software engineering experience in building commercial-grade web-based…&hellip;
Skills: Microsoft SQL Server, Java, Databases, SQL, AWS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1137
Front End Developer,"Chicago, IL",$90K - $100K (Employer est.),"Bachelor's degree in Computer Science, Software Engineering, or a related field. You will ensure these components and the overall application are robust and…&hellip;
Skills: Web design, CSS, React, Content management systems, Responsive web design",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1141
"Director, Web Development","Chicago, IL",$135K - $145K (Employer est.),"A bachelor’s degree in computer science, information technology, or a related field. Identify potential risks and develop mitigation strategies to ensure the…&hellip;
Skills: Node.js, CSS, React, Web development, Application development",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1145
Lead Software Engineer,"Chicago, IL",$149K (Employer est.),"This position also requires: 3 years of experience in AWS; 3 years of experience in MS SQL database design and development; 3 years of experience in…&hellip;
Skills: System design, Microsoft SQL Server, Test-driven development, .NET, Java",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1149
Sample Database Programmer,"Chicago, IL",$55K (Employer est.),"Experience in technical systems support role. Responsible for the development, implementation, testing, and maintenance of application utilized within the…&hellip;
Skills: SSRS, SQL, Analysis skills, Project management, Data analytics",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1153
Python Strategy Implementation Developer,"Chicago, IL",,"Seeking a strong Python developer with solid market structure experience. Previous experience in a trading environment is highly preferred.&hellip;
Skills: Order management system, C++, Risk management, Communication skills, Python",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1157
ASP DOT NET II - SC2025 - ADN,"Rosemont, IL",$58K - $79K (Glassdoor est.),"You know how to design efficient databases, optimize queries, and make sure everything runs smoothly. Dependency Injection Expert: You're a master of Autofac or…&hellip;
Skills: ASP.NET, MVC, CSS, Microsoft SQL Server, .NET",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1160
Fullstack Engineer,"Chicago, IL",$76K - $128K (Glassdoor est.),"Our state-of-the-art photo and video processing is based in computer vision, machine learning, rendering, deep learning and computational photography.&hellip;
Skills: CI/CD, Computer science, Data modeling, React, Data structures",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1164
Senior Software Engineer,"Chicago, IL",$120K - $145K (Employer est.),"The Scion Group LLC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, religion, creed,…&hellip;
Skills: React, Relational databases, Test automation, Git, Databases",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1283
Senior Software Engineer,"Chicago, IL",,"Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, CSS, Kubernetes, NoSQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1284
"Senior Software Engineer, Back End (Java, AWS)","Chicago, IL",,"Collaborate with and across Agile teams to design, develop, test, implement, and support technical solutions in full-stack development tools and technologies.&hellip;
Skills: Azure, Go, Node.js, Kubernetes, NoSQL",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1285
"Lead, Software Engineer","Chicago, IL",,"Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…&hellip;
Skills: Azure, Go, Management, Node.js, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1286
Distinguished Engineer - Card Decisioning,"Chicago, IL",,"Ensure the quality of technical design and implementation. Familiarity with Security engineering and architecture, cloud and software-defined networking, site…&hellip;
Skills: Computer science, Azure, Go, Software deployment, Google Cloud Platform",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1287
ReactJS Developer - SC2025 - RJSD,"Rosemont, IL",$62K - $93K (Glassdoor est.),"Developing and maintaining technical documentation, including design documents, user guides, and API specifications, to effectively communicate complex concepts…&hellip;
Skills: Management, Node.js, CSS, React, Web development",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1288
Lead Software Engineer,"Chicago, IL",,"Familiarity with modern front-end build pipelines and tools. Experience with application state management concepts and libraries.&hellip;
Skills: CI/CD, Computer science, Management, React, Kubernetes",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1292
C++ Trading Systems Developer,"Chicago, IL",$101K - $160K (Glassdoor est.),"Looking for a software developer to help develop its state-of-the-art, real-time automated trading system. A degree in computer science or a related field.&hellip;
Skills: Relational databases, Databases, SQL, OOP, Analysis skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1295
API Developer C2,"Chicago, IL",$95K - $122K (Glassdoor est.),"He/she is responsible for the development and application of software engineering practice and knowledge, in research, design, development and maintenance.3.&hellip;
Skills: Management, Bamboo, Kanban, Software deployment, DevOps",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1299
Programmer Analyst,"River Forest, IL",$60K - $70K (Employer est.),"Assess/develop the needs of the integration per vendor specifications and CUC best practices. Assess/develop the needs and requirements of the project per…&hellip;
Skills: Computer science, Oracle, Microsoft SQL Server, Administrative experience, APIs",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1303
Lead Python Developer with GCP -Chicago (Hybrid),"Chicago, IL",$63.00 - $65.00 Per Hour (Employer est.),"Expertise in Python programming language with a focus on object-oriented design and best practices. Knowledge of GCP deployment and management tools like…&hellip;
Skills: Management, Cloud architecture, Software deployment, Google Cloud Platform, Microservices",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1307
.Net Developer,"Chicago, IL",$63K - $91K (Glassdoor est.),"Participates actively in Incident Bridge calls, agile ceremonies and provide updates. Provides support to the engineers, architects, during design,…&hellip;
Skills: MVC, .NET Core, .NET, AWS, REST",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1311
C++ Programmer,"Chicago, IL",$56K - $90K (Glassdoor est.),"Requirements: Programmer with 2 years development experience. Exp with Visual Studio is a plus.&hellip;
Skills: Visual Studio, C++, Software development",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1315
Programmer,"Chicago, IL",$20.00 Per Hour (Employer est.),"MS in computer science, electrical engineering or equivalent. List any certifications or licenses that are either required or helpful in performing the job,…&hellip;
Skills: Computer science, Electrical engineering, Supervising experience, Python",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1319
"Senior Software Engineer I (Web, Frontend)","Chicago, IL",$135K - $165K (Employer est.),"Ensure seamless integration of front-end components with backend systems, including account management tools and real-time market data feeds.&hellip;
Skills: Cloud infrastructure, Node.js, Software troubleshooting, React, Analysis skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1323
IT Application Development Manager,"Chicago, IL",$127K - $152K (Employer est.),"The Manager – IT Applications Development is responsible for the supervision of a team of employees and contractors in the development, implementation, and…&hellip;
Skills: Organizational skills, Communication skills",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1327
Secure Software Developer Senior Consultant,"Chicago, IL",$107K - $207K (Employer est.),"2 + years' experience with DevSecOps processes including utilizing automated security tools (SAST / DAST). Some experience with Agile design and deliver.&hellip;
Skills: Bilingual, Systems engineering, Software development, Agile, SDLC",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1331
Servicenow || Only Citizen ||,"Chicago, IL",$70.00 - $80.00 Per Hour (Employer est.),"Experience supporting CSM (cust service mgmt implementation cert a big plus). Intermediate developer skills, mostly around catalog items, integrations, plug-in…&hellip;
Skills: IT service management, ServiceNow, Web services",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1335
Senior Software Engineer,"Chicago, IL",$135K - $150K (Employer est.),"Bachelor's degree in Computer Science, Engineering, or related field or equivalent. With a strong focus on backend development in native AWS services, Ruby on…&hellip;
Skills: Cloud infrastructure, Google Cloud Platform, Microservices, OOP, AWS",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1336
Optimization Software Developers,"Chicago, IL",$91K - $119K (Glassdoor est.),"Expertise in the full range of techniques for nonlinear programming, branch and bound, general mixed-integer programming, stochastic programming, and global…&hellip;
Skills: C++, C",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1340
Staff Software Engineer,"Chicago, IL",$134K - $179K (Employer est.),"Introduce best practices in software development across data engineering and machine learning teams, ensuring technical architecture and design decisions…&hellip;
Skills: CI/CD, TCP, Management, Kubernetes, Big data",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1344
Senior Software Developer,"Chicago, IL",$150K - $200K (Employer est.),"Ability to develop and implement a proprietary quoting system from scratch is a plus. Collaborate with traders, developers, and data scientists to develop…&hellip;
Skills: Pricing, FPGA, C++, Leadership, Office experience",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1348
Senior Software Engineer,"Chicago, IL",$140K - $170K (Employer est.),"Own delivery of software features from product conception to production deployment by developing project roadmaps, engaging with Product to define technical…&hellip;
Skills: Computer science, Cloud infrastructure, Go, Kubernetes, DevOps",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1352
Digital Wallet Lead Developer,"Chicago, IL",$75.00 - $80.00 Per Hour (Employer est.),"The ideal candidate will have extensive experience in API design, backend integration, mobile backend design, and a deep understanding of security and…&hellip;
Skills: PCI, iOS development, Encryption, Objective-C, Microservices",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1356
Senior Web Developer,"Forest Park, IL",$70K - $72K (Employer est.),"Bachelor’s Degree from an accredited four-year college or university in computer science or a related field.'. Additional knowledge is a plus, not required: *.&hellip;
Skills: Computer science, Ant, CSS, XML, Tomcat",f.9F2279520A491A926F590B2140E4CD8B.d.36CC38F5C1F7E09B0624922DFF0EA543.e.1360
